# x, y
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 4.091549430918953734e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.225806451612903136e-02 0.000000000000000000e+00 -0.000000000000000000e+00 2.012985200886600601e-01 4.058970320568483503e-01 2.012985200886600601e-01
0.000000000000000000e+00 6.451612903225806273e-02 0.000000000000000000e+00 -0.000000000000000000e+00 3.943558551133185541e-01 3.962566782122705078e-01 3.943558551133185541e-01
0.000000000000000000e+00 9.677419354838709409e-02 0.000000000000000000e+00 -0.000000000000000000e+00 5.712682150947923088e-01 3.806285587772522128e-01 5.712682150947923088e-01
0.000000000000000000e+00 1.290322580645161255e-01 0.000000000000000000e+00 -0.000000000000000000e+00 7.247927872291199947e-01 3.596524907976893504e-01 7.247927872291199947e-01
0.000000000000000000e+00 1.612903225806451568e-01 0.000000000000000000e+00 -0.000000000000000000e+00 8.486442574947509199e-01 3.341872369612484128e-01 8.486442574947509199e-01
0.000000000000000000e+00 1.935483870967741882e-01 0.000000000000000000e+00 -0.000000000000000000e+00 9.377521321470804194e-01 3.052753477520336878e-01 9.377521321470804194e-01
0.000000000000000000e+00 2.258064516129032195e-01 0.000000000000000000e+00 -0.000000000000000000e+00 9.884683243281113807e-01 2.741004793112730709e-01 9.884683243281113807e-01
0.000000000000000000e+00 2.580645161290322509e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.987165071710527586e-01 2.419389344158228983e-01 9.987165071710527586e-01
0.000000000000000000e+00 2.903225806451612545e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.680771188662044002e-01 2.101074104925239328e-01 9.680771188662044002e-01
0.000000000000000000e+00 3.225806451612903136e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.978045395707415777e-01 1.799090938708411691e-01 8.978045395707415777e-01
0.000000000000000000e+00 3.548387096774193727e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.907757369376985368e-01 1.525803071814180178e-01 7.907757369376985368e-01
0.000000000000000000e+00 3.870967741935483764e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.513724827222222569e-01 1.292398941623155162e-01 6.513724827222222569e-01
0.000000000000000000e+00 4.193548387096773800e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.853019625310814322e-01 1.108434140649178223e-01 4.853019625310814322e-01
0.000000000000000000e+00 4.516129032258064391e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.993631229733580423e-01 9.814402094590687908e-02 2.993631229733580423e-01
0.000000000000000000e+00 4.838709677419354982e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.011683219874322803e-01 9.166162945169051279e-02 1.011683219874322803e-01
0.000000000000000000e+00 5.161290322580645018e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.011683219874320444e-01 9.166162945169051279e-02 -1.011683219874320444e-01
0.000000000000000000e+00 5.483870967741935054e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.993631229733573762e-01 9.814402094590685133e-02 -2.993631229733573762e-01
0.000000000000000000e+00 5.806451612903225090e-01 0.000000000000000000e+00 0.000000000000000000e+00 -4.853019625310804330e-01 1.108434140649177113e-01 -4.853019625310804330e-01
0.000000000000000000e+00 6.129032258064516236e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.513724827222220348e-01 1.292398941623154884e-01 -6.513724827222220348e-01
0.000000000000000000e+00 6.451612903225806273e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.907757369376986478e-01 1.525803071814180734e-01 -7.907757369376986478e-01
0.000000000000000000e+00 6.774193548387096309e-01 0.000000000000000000e+00 0.000000000000000000e+00 -8.978045395707413556e-01 1.799090938708410858e-01 -8.978045395707413556e-01
0.000000000000000000e+00 7.096774193548387455e-01 0.000000000000000000e+00 0.000000000000000000e+00 -9.680771188662042892e-01 2.101074104925238772e-01 -9.680771188662042892e-01
0.000000000000000000e+00 7.419354838709677491e-01 0.000000000000000000e+00 0.000000000000000000e+00 -9.987165071710527586e-01 2.419389344158228983e-01 -9.987165071710527586e-01
0.000000000000000000e+00 7.741935483870967527e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -9.884683243281113807e-01 2.741004793112730709e-01 -9.884683243281113807e-01
0.000000000000000000e+00 8.064516129032257563e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -9.377521321470807525e-01 3.052753477520335768e-01 -9.377521321470807525e-01
0.000000000000000000e+00 8.387096774193547599e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -8.486442574947514750e-01 3.341872369612483018e-01 -8.486442574947514750e-01
0.000000000000000000e+00 8.709677419354838745e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -7.247927872291199947e-01 3.596524907976893504e-01 -7.247927872291199947e-01
0.000000000000000000e+00 9.032258064516128782e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -5.712682150947924198e-01 3.806285587772522128e-01 -5.712682150947924198e-01
0.000000000000000000e+00 9.354838709677418818e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -3.943558551133187207e-01 3.962566782122705078e-01 -3.943558551133187207e-01
0.000000000000000000e+00 9.677419354838709964e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.012985200886602821e-01 4.058970320568483503e-01 -2.012985200886602821e-01
